Temperature	Relative Humidity	PM2.5	TVOC	CO2	CO	Air Pressure	Ozone	NO2	Virus Index	Temperature	Humidity	Pressure	VOC	CO2	CO	NO2	PM1.0	PM2.5	PM10
15.8	72	5	7	474	0	1019.8	7.8	15.5	5	20.5	52.29	99003.18	3.85	579.06	0	0.01	23.4	23.4	23.4
15.5	73.7	10	38	481	0	1019.8	7.8	16.1	5	20.61	53.26	100115.04	45.73	535.89	0	0.01	22.17	21.97	22.17
15.6	72.7	4	35	479	0	1019.8	7.8	15.7	5	20.65	54.08	100303.93	59.75	622.8	0	0.01	22.62	22.62	22.62
15.7	71.9	1	26	483	0	1019.9	7.8	16.2	5	20.65	54.08	100304.43	31.38	681.57	0	0.01	25.78	25.78	25.78
15.5	73	15	28	486	0	1019.9	7.8	15.8	6	20.65	54.08	100306.15	23.7	619.48	0	0.01	25.48	25.48	25.48
15.7	72.4	2	51	490	0	1019.8	7.8	15.6	5	20.65	54.92	100307.72	34.2	593.1	0	0.01	20.72	20.72	20.72
15.6	73	14	26	490	0	1019.9	7.8	16.2	5	20.65	54.33	100309.47	71.87	621.03	0	0.01	23.23	22.25	23.23
15.7	72.5	8	23	489	0	1019.8	7.8	16.5	5	20.52	55.2	100310.6	15.13	633.07	0	0.01	23.07	22.22	23.07
15.4	73.5	8	27	485	0	1019.9	7.9	16.8	5	19.72	56.05	100312	4.4	700.25	0	0.01	24.07	24.07	24.07
15	74.7	3	23	481	0	1019.9	7.9	17.6	5	20.65	55.82	100313.77	9.2	673.02	0	0.01	31.67	30.4	31.67
15.1	75	1	11	473	0	1019.9	8	19.4	5	20	55.72	100314.42	7.26	666.93	0	0.01	31.27	29.67	31.27
15.1	75.1	8	5	469	0	1020	7.8	16.2	5	19.67	56.05	100315.35	5.89	635.23	0	0.01	21.57	21.57	21.57
15.4	73.8	7	3	473	0	1020	7.8	15.4	5	19.75	56.05	100315.82	37.78	658.95	0	0.01	19.35	19.35	19.35
15.6	72.8	5	3	470	0	1020	7.7	15	5	20.92	56.65	100317.58	139.42	635.05	0	0.01	27.22	27.22	27.22
15.6	72.7	3	1	467	0	1020	7.8	15.8	5	21.63	57.03	100319.98	300.55	613.17	0	0.01	27.1	27.1	27.1
15.7	72.5	9	0	465	0	1020	7.7	15.3	5	22.57	56.33	100322.58	380.15	589.83	0	0.01	33.3	32.1	33.3
15.5	72.9	9	0	462	0	1020	7.8	16.3	5	23.33	55.6	100324.82	445.27	602.53	0	0.01	30.63	30.63	30.63
15.2	73.9	1	0	458	0	1019.9	7.9	17.8	5	23.6	54.43	100326.55	447.6	614.23	0	0.01	25.57	25.57	25.57
15.1	75.4	1	2	460	0	1019.8	7.8	16.7	5	23.23	52.92	100326.85	265.63	592.25	0	0.01	26.25	25.65	26.25
14.9	75.7	12	9	469	0	1019.9	8	19.4	7	23.2	52.12	100326.15	227.9	572.98	0	0.01	21.05	21.05	21.05
14.9	75.7	2	17	476	0	1020	7.9	17.8	7	22.62	52.12	100325.35	226.47	619.78	0	0.01	27.42	27.42	27.42
14.9	75.7	5	25	479	0	1019.9	7.8	16.2	7	22.22	52.12	100324.58	252.1	599.12	0	0.01	25.85	25.05	25.85
14.8	76.5	13	15	485	0	1020	7.8	16.5	7	21.63	52.67	100324.58	200.62	679.53	0	0.01	19.77	19.7	19.77
14.6	77.3	3	17	487	0	1019.9	7.8	16.8	7	21.63	53.1	100324.58	194.47	649.22	0	0.01	25.17	25.17	25.17
14.6	77.5	3	19	484	0	1019.9	7.8	16.5	7	21.63	53.1	100324.58	162.28	616.38	0	0.01	29.27	29.27	29.27
14.6	77.6	2	15	480	0	1019.9	7.8	15.7	7	20.67	53.52	99595.83	100.32	570.58	0	0.01	31.67	31.67	31.67
14.7	77.1	9	14	478	0	1020	7.7	15.2	7	20.65	54.08	100324.58	100.82	635.28	0	0.01	26.83	26.83	26.83
14.6	77.9	5	22	476	0	1019.9	7.8	16.6	7	20.65	54.78	100323.88	96.02	584.75	0	0.01	29.5	29.5	29.5
14.6	77.4	9	20	474	0	1020	7.8	16.8	7	20.65	55.07	100323.62	97.15	616.03	0	0.01	32.52	32.5	32.52
14.5	77.6	8	11	475	0	1020.1	7.8	16.9	7	20.65	55.07	100324.78	77.52	644.9	0	0.01	27.52	27.13	27.52
14.5	77.8	8	15	480	0	1020.1	7.8	17	7	20.23	55.48	100325.57	50.3	665.68	0	0.01	28.48	28.07	28.48
14.3	78.3	5	19	485	0	1020	7.8	16.4	7	19.67	56.05	100326.53	72.7	643.22	0	0.01	29.72	29.2	29.72
14.6	77.4	7	18	486	0	1020	7.8	16	7	19.67	56.05	100327.65	64.28	685.52	0	0.01	41.53	39.33	41.53
14.7	77.8	17	16	488	0	1020	7.7	15	8	19.67	56.35	100329.55	101.75	671.82	0	0.01	33.6	32.23	33.6
15	76.9	5	18	491	0	1020.1	7.6	13.1	5	20.58	56.05	100331.07	197.73	659.07	0	0.01	29.68	29.55	29.68
15.3	75.3	2	15	495	0	1020	7.7	13.7	5	21.43	55.57	100143.7	209.8	631.5	0	0.01	31.91	31.91	31.91
15.4	75	10	17	496	0	1020.1	7.6	12.5	5	21.63	55.07	100334.43	214.67	637.65	0	0.01	30.57	30.52	30.57
15.5	73.9	6	15	495	0	1020.1	7.6	13.3	5	22.4	55.07	100335.73	198.3	622.85	0	0.01	29.93	29.72	29.93
